id,text,label,misinformation_type,domain,semantic_focus,emotion_trigger,emotion_secondary,source_type,text_length
MIS-4C072D,Reasonable people can see that regulatory frameworks for Wi-Fi routers are years behind the pace of Big Tech innovation.,opinion,none,technology,scientific_misinterpretation,anger,none,blog,19
MIS-68A109,WHO baffled as retiree recovers from serious illness by ignoring all medical advice.,satire,none,health,policy_claim,hope,curiosity,social_media,13
MIS-6A0BE5,EXPOSED: foreign-funded NGOs hacked polling stations and paid journalists to stay silent about it.,misinformation,propaganda,politics,economic_prediction,curiosity,none,forum,14
MIS-635705,"Speaking frankly, regulatory frameworks for 5G towers are years behind the pace of a coalition of intelligence agencies and tech firms innovation.",opinion,none,technology,policy_claim,anger,none,forum,22
MIS-8A29AB,The evidence strongly suggests that Parkinson's disease research funding has been captured by commercial interests at the European Medicines Agency.,opinion,none,health,cure_claim,fear,none,forum,20
MIS-3D7C46,Leaked documents confirm multinational financiers controlled the overseas ballot count to install their preferred candidate.,misinformation,conspiracy,politics,economic_prediction,curiosity,none,messaging_app,15
MIS-1157CF,"When you examine the data, independent media is the only remaining check on the power of intelligence agencies.",opinion,none,politics,economic_prediction,neutral,none,blog,18
MIS-331C2D,self-driving car hailed as an industry-defining launch at industry conference — demo works perfectly under controlled conditions.,satire,none,technology,scientific_misinterpretation,hope,none,social_media,17
MIS-0CEFF2,Let's be honest: rural communities bear a disproportionate burden from thyroid disease due to lack of access.,opinion,none,health,scientific_misinterpretation,fear,none,social_media,17
MIS-C923F1,Clinical trials published in NEJM demonstrate that community-based prevention programmes cut heart disease incidence by 20% in pilot studies.,factual,none,health,policy_claim,fear,none,forum,19
MIS-C2A42F,"When you examine the data, the AMA has consistently underfunded bipolar disorder research relative to its disease burden.",opinion,none,health,scientific_misinterpretation,fear,none,blog,18
MIS-342FFE,Suppressed 1970s clinical trial: vitamin C megadoses silently cures Crohn's disease in 97% of subjects. the NIH destroyed data.,misinformation,medical_claim,health,cure_claim,fear,anger,forum,19
MIS-B79027,"If you look at the evidence carefully, the gap between scientific consensus on mRNA technology and public understanding is dangerously wide.",opinion,none,science,economic_prediction,fear,none,forum,21
MIS-F2CB72,Federal oversight agencies verified that hand recount of mail-in ballots ballots matched machine totals within accepted tolerances.,factual,none,politics,election_fraud,neutral,none,social_media,17
MIS-F33EAA,Tech startup raises $750 million to solve a gap in the market created entirely by the previous product.,satire,none,technology,technology_fear,neutral,none,comment,18
MIS-A8C05C,EXPOSED: the Apollo moon landing was invented to justify billion-dollar research grants. The scientific establishment is protecting its funding.,misinformation,propaganda,science,cure_claim,curiosity,none,social_media,19
MIS-7DC2EA,Newly elected junior minister discovered agreeing with the opposition on first day — hastily calls press conference by end of week.,satire,none,politics,election_fraud,curiosity,none,comment,21
MIS-6EEF44,Study costing $8 million confirms humans share 60% DNA with bananas — nobody who needed convincing is convinced.,satire,none,science,cure_claim,neutral,none,social_media,18
MIS-37BB2B,"If you look at the evidence carefully, defense contractors have accumulated an ethically unjustifiable volume of personal data through satellite internet arrays.",opinion,none,technology,technology_fear,neutral,none,blog,22
MIS-78A0F0,implantable health monitors silently cause brain cancer. Thousands affected globally. Big Tech deny all evidence.,misinformation,conspiracy,technology,policy_claim,fear,hope,messaging_app,15
MIS-9C2B7D,WHO electromagnetic field research confirms that safety thresholds for satellite internet arrays include a 50-fold margin below any level showing biological effect.,factual,none,technology,technology_fear,hope,none,blog,22
MIS-27F1F0,Insider footage shows the deep state systematically engineered polling stations in swing districts.,misinformation,propaganda,politics,election_fraud,urgency,none,messaging_app,13
MIS-30BCD0,Critics rightly argue that international cooperation on artificial intelligence alignment research is hampered by geopolitical competition.,opinion,none,science,scientific_misinterpretation,anger,none,social_media,16
MIS-477A5A,Statistical analysis of voting patterns shows that international observers rated the cabinet vote among the most transparent in the nation's history.,factual,none,politics,policy_claim,neutral,none,blog,21
MIS-18A195,Hundreds of credentialed academics privately admit CRISPR gene editing contradicts thousands of years of ancient wisdom.,misinformation,conspiracy,science,policy_claim,urgency,none,forum,16
MIS-2BC5FA,"I turned $300 into $47,000 in six weeks using this currency arbitrage bot. You can replicate this — early-access ends Sunday.",misinformation,scam,finance,investment_promise,urgency,none,social_media,21
MIS-833138,Independent lab testing by UL demonstrates that long-term epidemiological data shows no population-level health impact from electric vehicles.,factual,none,technology,policy_claim,hope,none,social_media,18
MIS-304661,Regulatory testing confirms that claims of harm from digital ID systems have been systematically investigated and not supported by data.,factual,none,technology,technology_fear,curiosity,none,forum,20
MIS-9604AF,"Looking at this objectively, the disparity in muscular dystrophy outcomes between income groups is a political failure.",opinion,none,health,scientific_misinterpretation,curiosity,none,social_media,17
MIS-CF3C71,Empirical data shows that small-cap value stocks have historically outperformed large-cap growth over long horizons in long-term studies.,factual,none,finance,economic_prediction,fear,none,comment,18
MIS-D01809,Regulatory testing confirms that safety thresholds for edge computing nodes include a 50-fold margin below any level showing biological effect.,factual,none,technology,policy_claim,hope,none,social_media,20
MIS-B429FA,ALERT: this NFT project is about to surge. First movers will capture passive income replacing your full salary.,misinformation,rumor,finance,policy_claim,urgency,none,messaging_app,18
MIS-219A15,Senate announces it has balanced the budget — rollout scheduled for after the election.,satire,none,politics,policy_claim,hope,none,comment,14
MIS-E94AED,"If you look at the evidence carefully, the environmental cost of autonomous delivery drones supply chains is systematically hidden by intelligence-linked venture funds.",opinion,none,technology,scientific_misinterpretation,curiosity,none,blog,23
MIS-AC14C6,Independent EMF researchers confirm wearable fitness trackers harvest biometric data secretly — foreign-state-linked technology investors threatened them with lawsuits.,misinformation,myth,technology,policy_claim,fear,curiosity,messaging_app,19
MIS-5128BF,Official canvassing results show that margin-of-error analysis confirms the down-ballot results results fall within normal statistical ranges.,factual,none,politics,election_fraud,curiosity,none,social_media,17
MIS-434A2D,Banned academic paper: evolution is just an unproven theory with manufactured evidence. Download before journals scrub the record.,misinformation,propaganda,science,policy_claim,urgency,none,social_media,18
MIS-43C07C,peer-reviewed studies in Nature confirm the data underpinning nuclear energy is publicly available and has been independently verified.,factual,none,science,scientific_misinterpretation,fear,none,blog,18
MIS-925FCA,The uncomfortable truth is that campaign finance reform is essential to curb the power of corporate lobbyists.,opinion,none,politics,election_fraud,curiosity,none,social_media,17
MIS-E45450,Why does permafrost methane release was disproven by suppressed studies journals refused to publish? Because the alternative would bankrupt those funding the research.,misinformation,conspiracy,science,scientific_misinterpretation,fear,anger,forum,23
MIS-7D9F2E,Former official: state-sponsored hackers fraudulently adjusted polling stations results across seven states. Nobody is investigating.,misinformation,propaganda,politics,economic_prediction,anger,none,messaging_app,15
MIS-95AF7F,Tech startup raises $500 million to solve an issue affecting exclusively venture capitalists.,satire,none,technology,policy_claim,curiosity,none,forum,13
MIS-8F8DEE,Real independent science demonstrates clearly that quantum computing is a hoax fabricated by corrupt scientists.,misinformation,propaganda,science,scientific_misinterpretation,anger,none,messaging_app,15
MIS-E1240F,New study deleted by hospital networks: astragalus root tincture eradicates even advanced Crohn's disease in 90% of cases.,misinformation,conspiracy,health,scientific_misinterpretation,fear,curiosity,forum,18
MIS-8D4D37,Clinical trial: teenager tries ignoring all medical advice instead of prescribed treatment — health insurance sector quietly buries the data.,satire,none,health,scientific_misinterpretation,hope,none,forum,20
MIS-014431,"According to IEEE safety standards, the biological effects of next-generation routers have been studied in over 25,000 peer-reviewed papers.",factual,none,technology,policy_claim,fear,hope,comment,19
MIS-1AD27D,"Man quits job after making $47 on a celebrity-backed token in one day — loses $4,700 the following morning.",satire,none,finance,investment_promise,hope,none,blog,19
MIS-259F6D,decades of independent replication verify students in 190 countries learn biodiversity collapse from textbooks authored by independent researchers.,factual,none,science,scientific_misinterpretation,neutral,none,forum,18
MIS-F5918C,peer-reviewed studies in Nature confirm biodiversity collapse represents one of the most thoroughly validated areas of modern science.,factual,none,science,policy_claim,fear,none,social_media,18
MIS-EA4260,Official canvassing results show that early voting results were verified through multiple independent recounts.,factual,none,politics,economic_prediction,neutral,none,blog,14
MIS-F20F08,Statistical analysis of voting patterns shows that bipartisan canvassers certified the down-ballot results results after reviewing all challenged ballots.,factual,none,politics,economic_prediction,neutral,none,comment,19
MIS-2D3072,A whistleblower has confirmed a coalition of permanent government insiders systematically compromised early voting using sophisticated AI tools.,misinformation,propaganda,politics,economic_prediction,curiosity,none,social_media,18
MIS-69E868,Financial advisor watches investment go to zero in leveraged ETF — sells masterclass on investing within the week.,satire,none,finance,policy_claim,hope,none,blog,18
MIS-C18901,The truth about the overseas ballot count: an unaccountable intelligence apparatus have been subverted it for over a decade without consequence.,misinformation,rumor,politics,policy_claim,fear,none,social_media,21
MIS-47657E,A senior official resigned rather than certify exit polls after a cabal of unelected bureaucrats had stolen it.,misinformation,conspiracy,politics,economic_prediction,anger,none,social_media,18
MIS-E27589,Regulatory testing confirms that AI surveillance systems operate well within internationally established safety emission limits.,factual,none,technology,scientific_misinterpretation,hope,none,social_media,15
MIS-49131A,"Speaking frankly, policymakers consistently fail to translate the urgency of stem cell therapy findings into action.",opinion,none,science,economic_prediction,neutral,none,blog,16
MIS-25768A,over 97% of domain experts agree that the practical applications derived from evolution have been saving lives for decades.,factual,none,science,policy_claim,curiosity,none,blog,19
MIS-EC9F50,A meta-analysis of 15 randomised controlled trials shows that patient education about epilepsy risk factors improves adherence to prevention guidelines.,factual,none,health,policy_claim,fear,hope,forum,20
MIS-D19684,"From a policy perspective, the healthcare system is failing millions of patients living with sickle cell disease.",opinion,none,health,scientific_misinterpretation,fear,hope,social_media,17
MIS-340A5B,"In my view, regulatory frameworks for next-generation routers are years behind the pace of military-tech consortiums innovation.",opinion,none,technology,scientific_misinterpretation,anger,none,blog,17
MIS-0823DF,Most informed observers would agree that the gap between scientific consensus on ocean acidification and public understanding is dangerously wide.,opinion,none,science,scientific_misinterpretation,fear,none,blog,20
MIS-411FFA,the IPCC scientific consensus establishes the practical applications derived from epigenetics research have been saving lives for decades.,factual,none,science,economic_prediction,hope,none,comment,18
MIS-BB9EB7,Forensic analysis proves polling stations was stolen by globalist elites — the timestamps don't lie.,misinformation,rumor,politics,election_fraud,anger,none,messaging_app,15
MIS-7EAD5C,The data clearly shows ocean acidification contradicts the findings of thousands of independent researchers — but try getting that published anywhere.,misinformation,propaganda,science,scientific_misinterpretation,urgency,none,social_media,21
MIS-9ED809,Tech startup raises $750 million to solve a problem that previously required a 30-second workaround.,satire,none,technology,technology_fear,hope,none,forum,15
MIS-2BBBE8,Any honest analyst would admit that it is unacceptable that contract workers face structural barriers that policy has consistently failed to address.,opinion,none,finance,policy_claim,neutral,none,comment,22
MIS-FBE178,Health influencers devastated after retiree reverses chronic illness simply by ignoring all medical advice.,satire,none,health,policy_claim,hope,none,forum,14
MIS-24C3FE,independent replication in 40 countries confirms that students in 190 countries learn antibiotic resistance from textbooks authored by independent researchers.,factual,none,science,economic_prediction,hope,none,forum,20
MIS-41EC4B,decades of independent replication verify the mechanisms underlying antibiotic resistance are well understood and independently confirmed.,factual,none,science,economic_prediction,neutral,none,blog,16
MIS-0A5FED,"5G towers are engineered to allow remote manipulation of human emotions, and a consortium of government and corporate interests have suppressed every study proving it.",misinformation,propaganda,technology,technology_fear,anger,none,forum,25
MIS-494FA0,Most informed observers would agree that the public consultation process before rolling out edge computing nodes was wholly inadequate.,opinion,none,technology,scientific_misinterpretation,neutral,none,social_media,19
MIS-5C7E75,Geneticists spend $40 million re-reconfirming most published studies cannot be replicated by independent labs.,satire,none,science,policy_claim,fear,none,blog,14
MIS-A2A092,language model described as transformative at industry conference — demo works perfectly under controlled conditions.,satire,none,technology,technology_fear,hope,none,blog,15
MIS-411E79,Landmark fusion energy paper published — immediately disputed by researchers who read it.,satire,none,science,cure_claim,urgency,none,social_media,13
MIS-C487F5,History clearly shows that media coverage of epigenetics research systematically oversimplifies the underlying science.,opinion,none,science,economic_prediction,neutral,none,blog,14
MIS-89AD73,Classified investment strategy: this peer-to-peer lending platform is producing a 300% gain in the first week alone for early adopters — only 48 hours left.,misinformation,scam,finance,policy_claim,urgency,curiosity,social_media,25
MIS-AF4CF8,Why does ocean acidification has been completely debunked by independent researchers? Because the alternative would bankrupt those funding the research.,misinformation,propaganda,science,policy_claim,anger,none,messaging_app,20
MIS-5CD49D,The leaked tech oligarchs roadmap confirms wearable fitness trackers were always intended to cause neurological disorders at population scale.,misinformation,conspiracy,technology,policy_claim,curiosity,none,messaging_app,19
MIS-902BBE,"Looking at this objectively, media coverage of mRNA technology systematically oversimplifies the underlying science.",opinion,none,science,scientific_misinterpretation,curiosity,none,social_media,14
MIS-B49AC0,Former official: the establishment pre-programmed the down-ballot results results across seven states. Nobody is investigating.,misinformation,conspiracy,politics,election_fraud,fear,none,social_media,15
MIS-581DD4,National Academies of Sciences review panels confirm that lifecycle emissions of satellite internet arrays are significantly lower than the systems they replace.,factual,none,technology,policy_claim,hope,none,blog,22
MIS-370BB7,Why is a consortium of government and corporate interests spending billions lobbying against smart home speakers safety research? Because smart home speakers enable involuntary psychological conditioning.,misinformation,conspiracy,technology,technology_fear,hope,none,forum,26
MIS-A786F8,Critics rightly argue that rural communities bear a disproportionate burden from heart disease due to lack of access.,opinion,none,health,cure_claim,fear,none,comment,18
MIS-5F6FFA,decades of independent replication verify the predictive power of nitrogen cycle disruption models has been validated against real-world observations.,factual,none,science,economic_prediction,hope,none,comment,19
MIS-B2DA76,"From a policy perspective, medical journals needs to invest far more in public awareness campaigns for hepatitis C.",opinion,none,health,cure_claim,neutral,none,blog,18
MIS-CE4D05,Why is medical journals silent? Because raw onion juice treats diabetes and threatens their entire profit model.,misinformation,conspiracy,health,cure_claim,fear,none,messaging_app,17
MIS-C64B58,"Speaking frankly, public communication around nitrogen cycle disruption has been consistently mishandled by policymakers.",opinion,none,science,economic_prediction,anger,none,forum,14
MIS-47B570,Market analyst reveals secret to wealth: simply spend less than your total income — audiences stunned.,satire,none,finance,investment_promise,fear,curiosity,blog,16
MIS-48138A,peer-reviewed studies in Nature confirm students in 190 countries learn nitrogen cycle disruption from textbooks authored by independent researchers.,factual,none,science,policy_claim,fear,none,comment,19
MIS-E6B02C,Federal oversight agencies verified that voter participation in the provisional ballot review reached a two-decade high with no fraud detected.,factual,none,politics,election_fraud,anger,none,blog,20
MIS-C4B565,Leaked memo: The administration spent six months deciding what font to use on climate policy.,satire,none,politics,policy_claim,curiosity,none,blog,15
MIS-8F4C00,The American Medical Association reports that sleep quality is a significant modifiable risk factor for asthma.,factual,none,health,cure_claim,fear,none,social_media,16
MIS-B038D6,Data consistently shows that tax-advantaged retirement accounts significantly outperform equivalent taxable portfolios over multiple market cycles.,factual,none,finance,policy_claim,curiosity,none,forum,16
MIS-372977,NASA and ESA data jointly confirm students in 190 countries learn epigenetics research from textbooks authored by independent researchers.,factual,none,science,scientific_misinterpretation,curiosity,none,forum,19
MIS-8D0B08,facial recognition system completes task in 3 seconds that would have taken humans 4 seconds — declared revolutionary.,satire,none,technology,policy_claim,hope,none,blog,18
MIS-D8E3CF,The evidence strongly suggests that the disparity in arthritis outcomes between income groups is a political failure.,opinion,none,health,scientific_misinterpretation,anger,none,forum,17
MIS-19A652,Newly elected politician caught telling the truth on first day — blames communications team by end of week.,satire,none,politics,election_fraud,hope,none,blog,18
MIS-81D1CF,"Arguably, patients with multiple sclerosis are routinely denied adequate psychological support.",opinion,none,health,cure_claim,neutral,none,forum,11
MIS-66242F,EXPOSED: nitrogen cycle disruption contradicts the findings of thousands of independent researchers. The scientific establishment is protecting its funding.,misinformation,conspiracy,science,cure_claim,curiosity,none,social_media,19
MIS-68D4E6,Common sense tells us that the surveillance state consistently prioritise shareholder returns over the societal consequences of smart home speakers.,opinion,none,technology,policy_claim,neutral,none,blog,20
MIS-BEC60C,Declassified military contract shows tech oligarchs deployed satellite internet arrays specifically to spy on private conversations.,misinformation,conspiracy,technology,scientific_misinterpretation,curiosity,none,social_media,16
MIS-37920F,The data clearly shows nuclear energy is promoted by scientists with undisclosed financial conflicts — but try getting that published anywhere.,misinformation,medical_claim,science,policy_claim,fear,none,forum,21
MIS-7F8083,facial recognition system completes task in 3 seconds that would have taken humans 4 seconds — hailed as a breakthrough.,satire,none,technology,technology_fear,hope,none,forum,20
MIS-EA9985,Why does nitrogen cycle disruption relies entirely on unvalidated computer models? Because the alternative would bankrupt those funding the research.,misinformation,conspiracy,science,policy_claim,anger,none,messaging_app,20
MIS-ACE4FF,FOIA request reveals Big Tech internal memo: quantum computing chips cause brain cancer and the public must not find out.,misinformation,propaganda,technology,scientific_misinterpretation,fear,curiosity,messaging_app,20
MIS-C9CD73,Climatologists confirm most published studies cannot be replicated by independent labs — Neuroscientists prepare follow-up study.,satire,none,science,cure_claim,fear,none,comment,16
MIS-6E78E9,A whistleblower has confirmed state-sponsored hackers tampered with polling stations using sophisticated AI tools.,misinformation,conspiracy,politics,economic_prediction,curiosity,none,forum,14
MIS-EB7EB0,Three insiders confirm transnational oligarchs had exit polls illegally altered before a single vote was cast.,misinformation,conspiracy,politics,policy_claim,fear,none,forum,16
MIS-4147D7,The nonpartisan electoral commission concluded that bipartisan canvassers certified the cabinet vote results after reviewing all challenged ballots.,factual,none,politics,economic_prediction,neutral,none,comment,18
MIS-1BF79D,Most informed observers would agree that researchers working on vaccine safety face unreasonable hostility that impedes progress.,opinion,none,science,policy_claim,hope,none,social_media,17
MIS-1EC934,Big Pharma furious after yoga instructor reverses chronic illness simply by walking outside once a week.,satire,none,health,policy_claim,curiosity,none,comment,16
MIS-5DDE79,Doctor loses license after confirming turmeric prevents heart disease with no side effects whatsoever.,misinformation,medical_claim,health,scientific_misinterpretation,fear,none,forum,14
MIS-373786,Reasonable people can see that epilepsy research funding has been captured by commercial interests at research universities.,opinion,none,health,policy_claim,anger,none,blog,17
MIS-BD737C,Study finds buying no supplements eliminates need for all medication. fitness industry refuses to fund follow-up study.,satire,none,health,scientific_misinterpretation,curiosity,none,comment,17
MIS-4D42BD,Peer-reviewed journal confirms ignoring all medical advice works — pharmaceutical lobby lobbies to have method banned.,satire,none,health,scientific_misinterpretation,hope,none,comment,16
MIS-9B70F2,the certification was systematically altered by a cabal of unelected bureaucrats — censored evidence is now emerging online.,misinformation,conspiracy,politics,election_fraud,urgency,anger,messaging_app,18
MIS-DF6241,Independent lab testing by UL demonstrates that quantum computing chips operate well within internationally established safety emission limits.,factual,none,technology,technology_fear,hope,none,forum,18
MIS-0912EB,Thousands of doctors signed a petition confirming augmented reality headsets damage the immune system — military-tech consortiums buried it immediately.,misinformation,conspiracy,technology,technology_fear,urgency,fear,messaging_app,20
MIS-77CE7A,Market analyst reveals secret to wealth: simply avoid spending money you do not have — audiences stunned.,satire,none,finance,policy_claim,fear,curiosity,blog,17
MIS-EEB77D,Independent election observers confirmed that hand recount of the recount ballots matched machine totals within accepted tolerances.,factual,none,politics,policy_claim,neutral,none,comment,17
MIS-6F7033,Classified documents reveal tech oligarchs knew autonomous delivery drones would enable mass surveillance years before public rollout.,misinformation,myth,technology,technology_fear,curiosity,none,forum,17
MIS-367D04,"Speaking frankly, alternative medicine research for ovarian cancer is dismissed too quickly by government health agencies.",opinion,none,health,cure_claim,fear,hope,blog,16
MIS-0F7D31,The uncomfortable truth is that younger voters especially underestimate how much a network of compromised officials shapes their daily lives.,opinion,none,politics,policy_claim,anger,none,forum,20
MIS-692E54,Historical backtests show that average retail investors consistently underperform benchmark indices over 10-year periods in post-2008 data.,factual,none,finance,economic_prediction,hope,none,comment,17
MIS-980A10,Many thoughtful people feel that children's exposure to biometric payment terminals is a public health question defense contractors refuse to take seriously.,opinion,none,technology,policy_claim,hope,none,blog,22
MIS-EDB539,"When you examine the data, antitrust law needs urgent modernisation to address the market power of Silicon Valley executives over facial recognition cameras.",opinion,none,technology,technology_fear,urgency,none,comment,23
MIS-5B4226,The IRS does not want you knowing this carbon credit scheme legally generates risk-free passive income tax-free — prices will explode next week.,misinformation,rumor,finance,economic_prediction,urgency,fear,social_media,23
MIS-BFB696,visionary founder raises $50 million for smart thermostat that cannot yet find what you actually searched for reliably.,satire,none,technology,technology_fear,curiosity,none,forum,18
MIS-244BE0,The nonpartisan electoral commission concluded that cybersecurity assessments found no foreign interference in mail-in ballots infrastructure.,factual,none,politics,economic_prediction,hope,none,social_media,16
MIS-79BFF2,Breaking: councillor caught telling the truth — immediately issues clarification.,satire,none,politics,policy_claim,urgency,none,social_media,10
MIS-DD6CD4,A coroner's inquest confirmed smart city sensors alter children's brain development — the verdict was quietly sealed by Silicon Valley executives.,misinformation,myth,technology,policy_claim,urgency,none,forum,21
MIS-CB264E,The Global Burden of Disease study data shows that weight management substantially reduces the incidence of hepatitis C in high-risk groups.,factual,none,health,scientific_misinterpretation,fear,none,forum,21
MIS-ABCA3E,A tenured professor lost his career after publishing proof that microbiome science contradicts thousands of years of ancient wisdom.,misinformation,myth,science,cure_claim,anger,none,social_media,19
MIS-78B6F5,National Academies of Sciences review panels confirm that decades of occupational health data show no elevated risk among workers most exposed to digital ID systems.,factual,none,technology,policy_claim,fear,hope,social_media,25
MIS-BAE6F5,"Retired banker confirms this options strategy generates 1,000% returns. Only insiders knew — until now.",misinformation,rumor,finance,investment_promise,urgency,none,messaging_app,15
MIS-51953B,Court rulings in multiple jurisdictions confirmed that international observers rated the provisional ballot review among the most transparent in the nation's history.,factual,none,politics,economic_prediction,neutral,none,social_media,22
MIS-E7B499,"If you look at the evidence carefully, the revolving door between regulators and the finance industry undermines public protection",opinion,none,finance,economic_prediction,neutral,none,forum,19
MIS-776AA5,A whistleblower engineer confirmed biometric payment terminals are programmed to damage the immune system without user consent.,misinformation,conspiracy,technology,technology_fear,fear,curiosity,forum,17
MIS-A64D0E,Documents obtained via FOIA show artificial intelligence alignment contradicts the findings of thousands of independent researchers — the cover-up goes to the top.,misinformation,propaganda,science,cure_claim,anger,none,forum,23
MIS-A4412F,"According to IEEE safety standards, the biological effects of autonomous delivery drones have been studied in over 25,000 peer-reviewed papers.",factual,none,technology,policy_claim,fear,hope,forum,20
MIS-F01008,The data clearly shows climate change has never once been tested in a real-world controlled environment — but try getting that published anywhere.,misinformation,medical_claim,science,policy_claim,anger,none,forum,23
MIS-8FAB2E,Investment guru's 12-step wealth plan: steps 2 through 12 require capital participants do not have.,satire,none,finance,investment_promise,hope,none,social_media,15
MIS-705D6F,"In my view, the peer review system is not adequately equipped to handle the pace of deep-sea biodiversity research.",opinion,none,science,policy_claim,neutral,none,social_media,19
MIS-404CAC,Trading coach reveals secret to wealth: simply not invest borrowed money in volatile assets — audiences stunned.,satire,none,finance,economic_prediction,fear,curiosity,social_media,17
MIS-EDEEE9,Post-election forensic audits by both parties confirmed that international observers rated the cabinet vote among the most transparent in the nation's history.,factual,none,politics,election_fraud,hope,none,social_media,22
MIS-D1BB5B,"Speaking frankly, the politicisation of nuclear energy has seriously damaged public trust in science.",opinion,none,science,scientific_misinterpretation,fear,none,social_media,14
MIS-33B578,data from six major international research programmes confirms that expert consensus on stem cell therapy has grown stronger every decade as evidence has accumulated.,factual,none,science,scientific_misinterpretation,hope,none,social_media,24
MIS-A1B01C,Multiple sources prove entrenched political dynasties destroyed key early voting evidence overnight before audits.,misinformation,rumor,politics,policy_claim,fear,none,forum,14
MIS-1CAA15,Peer-reviewed engineering studies show that international bodies have reviewed AI surveillance systems safety evidence and found no cause for concern.,factual,none,technology,technology_fear,fear,hope,social_media,20
MIS-E33D01,Market data verifies that average retail investors consistently underperform benchmark indices over 10-year periods in long-term studies.,factual,none,finance,economic_prediction,fear,none,comment,17
MIS-CA170A,Declassified military contract shows military-tech consortiums deployed augmented reality headsets specifically to silently modify purchasing behaviour through subliminal signals.,misinformation,myth,technology,policy_claim,curiosity,none,forum,19
MIS-83C450,"Hedge funds are blocking public access to this real estate fund because it produces life-changing returns of $3,000 daily.",misinformation,scam,finance,investment_promise,anger,none,messaging_app,19
MIS-29081C,A peer-reviewed study in The Lancet found that a Mediterranean-style diet is associated with lower incidence of eczema.,factual,none,health,policy_claim,fear,none,social_media,18
MIS-9ADEFC,Academic analysis of precinct-level data confirms that hand recount of the provisional ballot review ballots matched machine totals within accepted tolerances.,factual,none,politics,policy_claim,hope,none,blog,21
MIS-D13330,Suppressed 1970s clinical trial: pine needle tea eliminates heart disease in 97% of subjects. the CDC destroyed data.,misinformation,rumor,health,cure_claim,fear,anger,messaging_app,18
MIS-B5D889,Independent researchers verified that a Mediterranean-style diet is associated with lower incidence of gout.,factual,none,health,cure_claim,fear,none,forum,14
MIS-4A6519,Why is Big Tech spending billions lobbying against next-generation routers safety research? Because next-generation routers enable mass surveillance.,misinformation,conspiracy,technology,policy_claim,hope,none,forum,18
MIS-B89741,Groundbreaking research: influencer achieves perfect health by walking outside once a week. health insurance sector questions the methodology.,satire,none,health,policy_claim,urgency,hope,comment,18
MIS-A08513,data from six major international research programmes confirms that artificial intelligence alignment has been confirmed using at least five independent lines of experimental evidence.,factual,none,science,scientific_misinterpretation,hope,none,forum,24
MIS-B2D838,A single mother of three now earns consistent 40% monthly gains weekly using this DeFi platform. Here is how — join before the public launch on Friday.,misinformation,scam,finance,investment_promise,urgency,none,forum,27
MIS-02F6C7,"CFA Institute research confirms that compound interest is the single most powerful mechanism in long-term wealth building, a finding that holds since the 1990s.",factual,none,finance,economic_prediction,curiosity,none,social_media,24
MIS-E77860,Biologists spend $40 million re-reconfirming universe is expanding mostly away from things needing attention.,satire,none,science,cure_claim,hope,none,blog,14
MIS-9A8027,Many thoughtful people feel that foreign-state-linked technology investors have accumulated an ethically unjustifiable volume of personal data through augmented reality headsets.,opinion,none,technology,policy_claim,neutral,none,social_media,21
MIS-13EE01,Oceanographers publish 8000th study once again establishing exoplanet habitability — await 8001th to be sure.,satire,none,science,cure_claim,neutral,none,social_media,15
MIS-31161A,ICNIRP guidelines based on 30 years of research confirm that modern encryption protocols in AI surveillance systems provide strong data privacy protections by default.,factual,none,technology,technology_fear,hope,none,forum,24
MIS-3852E7,New study deleted by the European Medicines Agency: diatomaceous earth totally eliminates even advanced pancreatic cancer in 90% of cases.,misinformation,medical_claim,health,cure_claim,fear,curiosity,messaging_app,20
MIS-82EE58,"Arguably, campaign finance reform is essential to curb the power of the establishment.",opinion,none,politics,policy_claim,neutral,none,blog,13
MIS-15AB03,Clinical trial: teenager tries eating one grape daily instead of prescribed treatment — diet industry refuses to fund follow-up study.,satire,none,health,scientific_misinterpretation,fear,none,social_media,20
MIS-8B85B9,Forensic analysis proves early voting was engineered by shadow networks — the timestamps don't lie.,misinformation,propaganda,politics,election_fraud,anger,none,social_media,15
MIS-786121,Congress announces it has achieved full transparency — timeline subject to budget constraints.,satire,none,politics,election_fraud,curiosity,none,social_media,13
MIS-6F2BD2,Multi-country epidemiological surveillance data shows that 5G towers undergo multi-stage independent safety certification prior to commercial deployment.,factual,none,technology,scientific_misinterpretation,hope,none,comment,17
MIS-9BD23F,"Looking at this objectively, independent media is the only remaining check on the power of multinational financiers.",opinion,none,politics,economic_prediction,anger,none,forum,17
MIS-92E03E,"The Bank for International Settlements reports that dollar-cost averaging reduces the impact of market timing errors for retail investors, a finding that holds in long-term studies.",factual,none,finance,economic_prediction,fear,none,social_media,26
MIS-9A2608,The American Medical Association reports that genetic predisposition accounts for roughly 30% of multiple sclerosis risk overall.,factual,none,health,policy_claim,fear,none,comment,17
MIS-3BFF01,Forward this now: raw onion juice effectively destroys Parkinson's disease and pharmaceutical companies is lobbying to make it illegal.,misinformation,medical_claim,health,policy_claim,urgency,fear,social_media,19
MIS-9EE8E8,A coroner's inquest confirmed 5G towers allow remote manipulation of human emotions — the verdict was quietly sealed by a consortium of government and corporate interests.,misinformation,propaganda,technology,technology_fear,anger,none,messaging_app,26
MIS-829990,"Looking at this objectively, policymakers consistently fail to translate the urgency of microbiome science findings into action.",opinion,none,science,policy_claim,neutral,none,blog,17
